Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58662978,"As Yet Unsent (The Locked Tomb, #2.5)",Tamsyn Muir,"Muir, Tamsyn",,,,0,4.39,Tor.com,ebook,24.0,2022.0,2021.0,2021-01-01,2022-12-31,to-read,to-read (#109),to-read,False,False,False,0,0
20702683,"A Hangman's Diary: The Journal of Master Franz Schmidt, Public Executioner of Nuremberg, 1573-1617",Franz Schmidt,"Schmidt, Franz","Albrecht Keller, C. Calvert, A.W. Gruner",1629144800,9781630000000.0,0,3.58,Skyhorse,Paperback,280.0,2015.0,1928.0,2021-01-01,2022-12-29,"non-fiction, currently-reading","non-fiction (#15), currently-reading (#8)",currently-reading,False,False,False,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,,,0,4.16,Tor.com,ebook,144.0,2017.0,2017.0,2021-01-01,2022-12-11,to-read,to-read (#108),to-read,False,False,False,0,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,61020680,9780060000000.0,5,4.24,Harpertorch,Mass Market Paperback,243.0,2001.0,1987.0,2022-11-21,2022-11-20,Not assigned,Not assigned,read,True,False,False,1,0
57789637,"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,63031302,9780060000000.0,0,4.12,Harper Voyager,Hardcover,503.0,2022.0,2022.0,2021-01-01,2022-11-13,to-read,to-read (#107),to-read,False,False,False,0,0
53426697,"The Ancient Magus' Bride, Vol. 14",Kore Yamazaki,"Yamazaki, Kore",,1645058050,9781650000000.0,4,4.16,Seven Seas,Paperback,180.0,2021.0,2020.0,2022-10-20,2022-10-19,manga,manga (#13),read,False,False,False,1,0
52180399,The Only Good Indians,Stephen Graham Jones,"Jones, Stephen Graham",,1982136456,9781980000000.0,0,3.71,Gallery / Saga Press,Hardcover,305.0,2020.0,2020.0,2021-01-01,2022-10-19,to-read,to-read (#106),to-read,False,False,False,0,0
57010080,Lute,Jennifer Marie Thorne,"Thorne, Jennifer Marie",,125082608X,9781250000000.0,0,3.63,Tor Nightfire,Hardcover,274.0,2022.0,2022.0,2021-01-01,2022-10-19,to-read,to-read (#105),to-read,False,False,False,0,0
816085,Harvest Home,Thomas Tryon,"Tryon, Thomas",,394485289,9780390000000.0,0,3.82,Alfred A. Knopf,Hardcover,401.0,1973.0,1973.0,2021-01-01,2022-10-19,to-read,to-read (#104),to-read,False,False,False,0,0
160149,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,"Lovecraft, H.P.",S.T. Joshi,141182342,9780140000000.0,0,4.14,Penguin Classics,Paperback,420.0,1999.0,1926.0,2021-01-01,2022-10-19,to-read,to-read (#103),to-read,False,False,False,0,0
35458733,The Silent Companions,Laura  Purcell,"Purcell, Laura",,014313163X,9780140000000.0,0,3.89,Penguin Books,Paperback,305.0,2018.0,2017.0,2021-01-01,2022-10-19,to-read,to-read (#102),to-read,False,False,False,0,0
56179382,Comfort Me with Apples,Catherynne M. Valente,"Valente, Catherynne M.",,1250816211,9781250000000.0,0,3.59,Tordotcom,Hardcover,103.0,2021.0,2021.0,2021-01-01,2022-10-19,to-read,to-read (#101),to-read,False,False,False,0,0
31147267,The Changeling,Victor LaValle,"LaValle, Victor",,812995945,9780810000000.0,0,3.79,Spiegel & Grau,Hardcover,431.0,2017.0,2017.0,2021-01-01,2022-10-19,to-read,to-read (#100),to-read,False,False,False,0,0
11282000,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,"Levin, Ira",Chuck Palahniuk,1849015880,9781850000000.0,0,4.04,Corsair,Paperback,229.0,2011.0,1967.0,2021-01-01,2022-10-19,to-read,to-read (#99),to-read,False,False,False,0,0
53195923,Nothing But Blackened Teeth,Cassandra Khaw,"Khaw, Cassandra",,1250759412,9781250000000.0,0,2.68,Tor Nightfire,Hardcover,128.0,2021.0,2021.0,2021-01-01,2022-10-19,to-read,to-read (#98),to-read,False,False,False,0,0
59366206,Reluctant Immortals,Gwendolyn Kiste,"Kiste, Gwendolyn",,1982172355,9781980000000.0,0,3.57,S&S/Saga Press,Paperback,307.0,2022.0,2022.0,2021-01-01,2022-10-19,to-read,to-read (#97),to-read,False,False,False,0,0
60052118,House of Hunger,Alexis Henderson,"Henderson, Alexis",,593438469,9780590000000.0,0,3.66,Ace,Hardcover,304.0,2022.0,2022.0,2021-01-01,2022-10-19,to-read,to-read (#96),to-read,False,False,False,0,0
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,345476875,9780350000000.0,0,4.02,Ballantine Books,Paperback,346.0,2004.0,1976.0,2021-01-01,2022-10-19,to-read,to-read (#95),to-read,False,False,False,0,0
588495,Dracula,Bram Stoker,"Stoker, Bram","Maurice Hindle, Christopher Frayling",014143984X,9780140000000.0,0,4.01,Penguin Classics,Paperback,454.0,2003.0,1897.0,2021-01-01,2022-10-19,to-read,to-read (#94),to-read,False,False,False,0,0
41085175,"The Ancient Magus' Bride, Vol. 11 (The Ancient Magus' Bride, #11)",Kore Yamazaki,"Yamazaki, Kore",,1642751014,9781640000000.0,0,4.26,Seven Seas,Paperback,180.0,2019.0,2019.0,2021-01-01,2022-09-28,"manga, fantasy","manga (#12), fantasy (#66)",read,False,False,False,0,0
49435923,"The Ancient Magus' Bride, Vol. 13",Kore Yamazaki,"Yamazaki, Kore",,1645054705,9781650000000.0,4,4.25,Seven Seas,Paperback,188.0,2020.0,2020.0,2022-09-28,2022-09-28,"manga, fantasy","manga (#11), fantasy (#65)",read,False,False,False,2,0
30075802,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,"Lovelace, Amanda",,1532913680,9781530000000.0,0,3.83,CreateSpace,Paperback,156.0,2016.0,2016.0,2021-01-01,2022-09-09,to-read,to-read (#93),to-read,False,False,False,0,0
59571699,Love on the Brain (The Love Hypothesis),Ali Hazelwood,"Hazelwood, Ali",,1408725789,,0,3.93,Sphere,Kindle Edition,368.0,2022.0,2022.0,2021-01-01,2022-08-31,to-read,to-read (#92),to-read,False,False,False,0,0
55502861,"The Wisteria Society of Lady Scoundrels (Dangerous Damsels, #1)",India Holton,"Holton, India",,593200160,9780590000000.0,0,3.69,Berkley,Paperback,324.0,2021.0,2021.0,2021-01-01,2022-08-26,to-read,to-read (#91),to-read,False,False,False,0,0
